Date,Open,High,Low,Close,Volume
05-09-16,85.5,85.82,85.1,85.68,16455
06-09-16,85.6,85.6,84.66,84.69,14395
07-09-16,84.7,84.7,83,83,17738
08-09-16,83,83.64,81.76,83.64,17327
09-09-16,82.34,83.12,82.34,82.72,21809
12-09-16,8.12E+01,81.3,79.94,80.16,20969
13-09-16,80.3,80.91,79.89,79.89,19239
14-09-16,79.5,80,78.71,80,18593
15-09-16,80,80.49,79.33,80.08,13531
16-09-16,80.15,80.83,80.15,80.57,26868
20-09-16,80.71,80.96,80.34,80.6,17425
21-09-16,80.7,81.22,80.62,81.12,24467
22-09-16,81.47,81.69,80.86,81.2,26156
23-09-16,81.2,82.43,81.06,82.35,22101
26-09-16,82.29,83.5,81.91,83.5,16030
27-09-16,83.5,83.5,83,83.4,10646
28-09-16,83.4,83.55,82.91,83.19,27468
29-09-16,83.32,83.99,82.89,83.23,37372
30-09-16,82.41,83.14,81.8,82.91,19726
03-10-16,83.96,83.96,83.35,83.4,17492
04-10-16,83.16,83.16,81.62,81.87,27475
05-10-16,81.87,82.78,80.15,80.15,40574
06-10-16,80.21,80.41,79.41,80.25,17470
07-10-16,80.48,80.9,78.64,78.88,22824
10-10-16,78.88,79.21,78.54,78.98,17976
11-10-16,79.1,79.1,78.36,78.79,31985
12-10-16,78.8,79.15,78.01,78.74,15046
13-10-16,79,79.43,78.62,79.31,12576
14-10-16,7.96E+01,79.64,79.04,79.25,12521
17-10-16,78.11,79.14,77.6,77.62,27479
18-10-16,77.69,78.73,77.69,78.4,12113
19-10-16,79.25,79.25,78.1,78.55,13231
20-10-16,79.1,79.1,78.1,78.15,10340
21-10-16,78.15,78.59,77.34,77.82,15423
24-10-16,77.69,77.69,76.5,76.68,16794
25-10-16,77.1,77.93,76.88,77.8,12563
26-10-16,76.34,77.44,76,76.67,14388
27-10-16,76.3,76.47,75.66,75.66,9109
28-10-16,76,76,74.47,74.67,18016
31-10-16,74.26,76.07,74.05,76,11791
01-11-16,75.63,76.3,75.63,75.63,29423
02-11-16,74.85,76,74.7,75.81,14482
03-11-16,75.37,75.99,75,75.72,16085
04-11-16,75.57,76,75,75.53,17110
07-11-16,75.82,76.34,75.52,76.24,14720
08-11-16,76.5,76.91,75.82,76.16,17042
09-11-16,76.2,76.64,73.85,74.8,25689
10-11-16,74.99,75,73.25,73.8,23602
11-11-16,73.8,74.09,71.7,72.37,42855
14-11-16,72.09,72.89,71.8,72.76,17959
15-11-16,72.8,72.89,72.33,72.5,14607
16-11-16,72.5,73.1,72.25,72.38,17157
17-11-16,72.31,73.72,71.8,73.38,38194
18-11-16,73.7,74.19,73.38,74.19,12680
21-11-16,73.97,74.72,73.61,73.86,16339
22-11-16,74.21,74.91,74.17,74.59,16410
23-11-16,74.97,75.58,74.83,75.45,10607
24-11-16,75.84,75.84,74.84,75.31,25663
25-11-16,75.84,75.84,75.31,75.6,8688
28-11-16,75.8,75.96,75,75,28030
29-11-16,75.2,76,75.2,76,21962
30-11-16,76.2,76.33,75.68,76.23,18739
01-12-16,76.4,76.67,74.3,74.43,15655
02-12-16,74.15,74.61,73.6,74.52,15032
05-12-16,74.5,75,74.05,74.76,18703
06-12-16,75.3,75.93,7.44E+01,75.89,8264
07-12-16,76,76.6,76,76.31,13357
08-12-16,77.42,79,76.93,79,56468
09-12-16,77.43,77.63,76.91,76.91,14987
12-12-16,77.37,77.6,77.06,77.25,8145
13-12-16,77.08,78.04,76.91,77.81,24429
14-12-16,78.8,78.9,78.31,78.38,13503
15-12-16,77.49,78.36,76.89,77.08,14217
16-12-16,77.63,77.68,76.9,76.9,9688
19-12-16,77.84,78.26,77.8,77.8,15854
20-12-16,77.8,79.05,77.51,78.63,18591
21-12-16,78.99,79.2,78.65,78.97,17867
22-12-16,79.32,79.98,78.8,79.81,15067
23-12-16,80.43,80.43,79.83,80.39,16660
28-12-16,80.5,80.88,80.15,80.49,17851
29-12-16,80.55,81.24,80.41,80.6,7217
30-12-16,81,82,81,81.8,8114
03-01-17,81,81.63,80.55,81,6904
04-01-17,81,81.42,79.82,79.82,22064
05-01-17,80.3,80.6,79.88,79.9,9778
06-01-17,79.27,80.63,79.27,80.42,15562
09-01-17,80.39,81.39,80.39,80.87,8360
10-01-17,81.5,81.5,79.78,80.31,9138
11-01-17,80.31,80.4,79.5,79.5,14204
12-01-17,80,80.01,78.3,78.63,5538
13-01-17,78.36,78.63,77.62,78,11445
16-01-17,78,78.84,78,78.16,10363
17-01-17,78.21,78.4,77.12,77.12,7809
18-01-17,77.35,77.8,77.35,77.65,9826
19-01-17,77.8,78.1,76.73,76.76,13973
20-01-17,76.8,77,76.26,76.39,9843
23-01-17,77.2,77.69,76.42,76.42,9163
24-01-17,7.66E+01,77.75,76.58,77.75,13714
25-01-17,77.74,77.75,76.45,7.67E+01,18616
27-01-17,77.41,77.51,77,77.49,13708
30-01-17,77.34,77.41,76.51,76.76,40837
31-01-17,76.75,76.98,76.3,76.87,49815
01-02-17,76.63,76.89,76.15,76.76,19245
02-02-17,76.55,76.75,76,76.28,17930
03-02-17,76.55,77.39,76.52,7.70E+01,18219
06-02-17,77.35,77.89,76.83,77.26,13791
07-02-17,76.73,77.23,76.28,77.13,21636
08-02-17,77.2,78.19,77.2,78.19,10059
09-02-17,78.25,79.59,78.25,79.25,7819
10-02-17,80,80,78.87,79,20693
13-02-17,79,79.72,78.9,79,10959
14-02-17,79.43,80.3,79.43,79.89,8166
15-02-17,80.54,80.54,79.8,79.85,19422
16-02-17,80.49,80.49,79.5,79.67,14005
17-02-17,80.5,80.5,79.8,80.26,18727
20-02-17,80.68,80.68,79.94,80.19,21982
21-02-17,80.64,80.84,79.78,80,9299
22-02-17,79.99,80.15,79.74,79.95,13756
23-02-17,80.1,80.31,79.8,80.03,22979
24-02-17,80,80.14,79.6,79.64,18595
27-02-17,79.62,80.19,79.3,79.99,12501
28-02-17,79.71,80.35,79.44,80.05,14870
01-03-17,80.02,80.23,79.55,79.8,6469
02-03-17,80,80.28,79.45,79.98,10699
03-03-17,79.7,80.03,79.6,80.01,16864
06-03-17,80.14,80.36,79.6,80.04,30483
07-03-17,80.01,80.35,79.71,80,35257
08-03-17,80.29,80.29,79.41,79.5,13087
09-03-17,79,79.37,79,79.34,12873
10-03-17,79.49,79.49,78.34,78.44,14778
13-03-17,78.44,78.44,77.5,77.5,8709
14-03-17,77.99,77.99,77,77.53,20979
15-03-17,77.5,77.94,77.2,77.94,14023
16-03-17,78.17,79.09,78.17,78.87,12224
17-03-17,79.1,79.82,79.1,79.82,12462
20-03-17,79.85,79.85,78.51,78.51,14949
21-03-17,78.5,78.5,78.08,78.24,22435
22-03-17,78.15,78.76,77.87,78.59,14434
23-03-17,78.55,78.99,78.4,78.73,11242
24-03-17,79,79.85,79,79.46,26085
27-03-17,79.45,8.01E+01,79.01,80.05,10120
